Exposure_ID,Counterparty_ID,Product_Type,OBS_Category,Exposure_Amount,CCF_Category,Risk_Weight_Applied,Structuring_Strategy,Collateral_Type,Collateral_Value,Guarantee_Provider,Netting_Agreement,CCF_Source,Basel_Asset_Class,Internal_Rating,Currency,Jurisdiction,Maturity_Months,Reporting_Date,Regulatory_CCF_Applied,EAD,RWA
845,168,Securitization,Derivative Exposure,273563,50%,0.5,Guarantee-Enhanced,Property,853349,Corporate Guarantee,No,Standardized,Retail,AAA,USD,Greece,100,2021-09-09,0.5,136781.5,68390.75
846,170,Trade Finance,Performance Guarantee,187653,75%,0.5,Collateralized,None,335834,Sovereign Guarantee,No,Internal Model,Corporate,AA,USD,Germany,25,2022-07-13,0.75,140739.75,70369.875
847,393,Trade Finance,Derivative Exposure,160155,75%,1.0,Guarantee-Enhanced,Cash,296379,Corporate Guarantee,No,Standardized,Corporate,AAA,EUR,UK,11,2022-03-22,0.75,120116.25,120116.25
848,946,Trade Finance,Undrawn Commitment,383997,50%,0.75,Collateralized,Property,210047,Sovereign Guarantee,No,Standardized,Bank,CCC,USD,Germany,44,2020-04-16,0.5,191998.5,143998.875
849,795,Commitment,Other OBS,1949054,100%,0.5,Collateralized,Securities,543410,None,No,Internal Model,Retail,BBB,GBP,Germany,14,2024-04-20,1.0,1949054.0,974527.0
850,634,Trade Finance,Derivative Exposure,1410398,100%,0.2,Guarantee-Enhanced,None,286100,Sovereign Guarantee,Yes,Standardized,Corporate,BBB,GBP,UK,109,2021-10-20,1.0,1410398.0,282079.60000000003
851,194,Derivative,Performance Guarantee,1600184,50%,0.2,Netting,None,63879,Sovereign Guarantee,No,Internal Model,Corporate,BB,USD,Germany,29,2023-07-09,0.5,800092.0,160018.40000000002
852,517,Guarantee,Other OBS,1911657,50%,1.0,Unstructured,Property,582848,Corporate Guarantee,Yes,Internal Model,Sovereign,AA,GBP,Cyprus,74,2025-04-28,0.5,955828.5,955828.5
853,29,Trade Finance,Undrawn Commitment,1226371,50%,0.2,Collateralized,Property,372454,Sovereign Guarantee,No,Standardized,Retail,CCC,GBP,Germany,50,2023-03-28,0.5,613185.5,122637.1
854,165,Guarantee,Derivative Exposure,138668,100%,0.5,Netting,None,724045,None,Yes,Internal Model,Corporate,A,EUR,Greece,112,2020-09-21,1.0,138668.0,69334.0
855,422,Commitment,Derivative Exposure,787685,100%,0.2,Collateralized,Securities,942164,None,Yes,Standardized,Bank,AA,GBP,Cyprus,5,2024-01-31,1.0,787685.0,157537.0
856,339,Guarantee,Derivative Exposure,719927,20%,0.5,Unstructured,Securities,237268,Sovereign Guarantee,No,Standardized,Sovereign,AAA,USD,Cyprus,72,2023-05-10,0.2,143985.4,71992.7
857,648,Commitment,Other OBS,1572196,50%,0.2,Collateralized,Cash,479280,Sovereign Guarantee,No,Internal Model,Sovereign,B,USD,UK,110,2025-05-10,0.5,786098.0,157219.6
858,496,Derivative,Performance Guarantee,1974914,50%,0.75,Unstructured,Property,507656,None,Yes,Internal Model,Retail,BBB,GBP,Germany,69,2020-06-03,0.5,987457.0,740592.75
859,365,Commitment,Performance Guarantee,1862005,50%,1.0,Unstructured,Securities,787600,Corporate Guarantee,No,Internal Model,Retail,AAA,USD,Germany,88,2022-11-02,0.5,931002.5,931002.5
860,833,Commitment,Derivative Exposure,1718883,20%,1.0,Collateralized,Cash,307268,None,No,Standardized,Sovereign,BB,EUR,Cyprus,104,2023-08-13,0.2,343776.60000000003,343776.60000000003
861,342,Securitization,Undrawn Commitment,1029448,100%,0.75,Collateralized,Securities,691257,None,Yes,Internal Model,Bank,BBB,GBP,Germany,57,2022-06-14,1.0,1029448.0,772086.0
862,500,Trade Finance,Undrawn Commitment,1963010,75%,0.75,Unstructured,Property,670392,Sovereign Guarantee,Yes,Standardized,Retail,A,GBP,Germany,26,2025-01-31,0.75,1472257.5,1104193.125
863,657,Trade Finance,Performance Guarantee,603091,75%,1.0,Netting,Cash,314941,Sovereign Guarantee,Yes,Standardized,Retail,BBB,GBP,UK,6,2024-03-01,0.75,452318.25,452318.25
864,511,Derivative,Undrawn Commitment,723590,100%,0.75,Guarantee-Enhanced,Cash,821726,None,No,Internal Model,Sovereign,B,USD,Cyprus,16,2024-06-08,1.0,723590.0,542692.5
865,327,Derivative,Performance Guarantee,723222,75%,0.5,Unstructured,Cash,437043,Corporate Guarantee,No,Internal Model,Sovereign,CCC,USD,Greece,60,2022-09-19,0.75,542416.5,271208.25
866,217,Trade Finance,Derivative Exposure,1535147,50%,0.2,Collateralized,Securities,789948,None,No,Internal Model,Retail,AA,GBP,Cyprus,100,2024-12-20,0.5,767573.5,153514.7
867,301,Securitization,Performance Guarantee,998763,75%,1.0,Collateralized,Property,150823,None,No,Standardized,Corporate,B,USD,UK,12,2020-09-01,0.75,749072.25,749072.25
868,132,Trade Finance,Performance Guarantee,1328723,20%,0.75,Netting,Cash,554661,Corporate Guarantee,Yes,Internal Model,Retail,CCC,USD,UK,75,2023-08-16,0.2,265744.60000000003,199308.45
869,804,Securitization,Derivative Exposure,1054949,75%,0.5,Guarantee-Enhanced,None,122026,None,No,Standardized,Corporate,B,GBP,UK,3,2023-10-17,0.75,791211.75,395605.875
870,70,Derivative,Undrawn Commitment,605083,20%,1.0,Unstructured,Property,30270,None,Yes,Internal Model,Sovereign,AA,GBP,Germany,63,2023-10-09,0.2,121016.6,121016.6
871,252,Guarantee,Performance Guarantee,1606396,75%,0.75,Unstructured,None,927890,Sovereign Guarantee,No,Internal Model,Corporate,BBB,USD,Cyprus,108,2025-01-25,0.75,1204797.0,903597.75
872,415,Derivative,Performance Guarantee,320914,20%,1.0,Guarantee-Enhanced,None,232931,Corporate Guarantee,No,Standardized,Bank,BB,GBP,Germany,64,2024-03-24,0.2,64182.8,64182.8
873,787,Derivative,Derivative Exposure,1633957,20%,0.75,Unstructured,Cash,720177,Sovereign Guarantee,Yes,Standardized,Sovereign,AA,GBP,Germany,62,2021-01-20,0.2,326791.4,245093.55000000002
874,445,Commitment,Undrawn Commitment,1491985,20%,1.0,Guarantee-Enhanced,Cash,65184,Sovereign Guarantee,No,Internal Model,Retail,AA,GBP,Cyprus,101,2022-01-28,0.2,298397.0,298397.0
875,876,Commitment,Performance Guarantee,412455,0%,0.5,Collateralized,Securities,507532,Corporate Guarantee,No,Internal Model,Retail,CCC,GBP,UK,6,2023-08-28,0.0,0.0,0.0
876,182,Commitment,Derivative Exposure,329713,75%,0.5,Guarantee-Enhanced,Securities,735053,Corporate Guarantee,Yes,Internal Model,Sovereign,A,USD,Greece,19,2021-02-17,0.75,247284.75,123642.375
877,167,Commitment,Performance Guarantee,1084586,75%,0.2,Unstructured,Securities,562167,None,No,Internal Model,Sovereign,BBB,GBP,Greece,18,2023-07-25,0.75,813439.5,162687.90000000002
878,91,Securitization,Other OBS,1896198,50%,1.0,Guarantee-Enhanced,Property,311741,Sovereign Guarantee,Yes,Internal Model,Bank,AA,EUR,Cyprus,80,2024-11-08,0.5,948099.0,948099.0
879,714,Trade Finance,Derivative Exposure,1947832,20%,0.2,Netting,Securities,956636,Corporate Guarantee,Yes,Standardized,Sovereign,BB,GBP,Cyprus,87,2021-12-15,0.2,389566.4,77913.28000000001
880,858,Guarantee,Undrawn Commitment,1796688,0%,1.0,Collateralized,None,3626,Sovereign Guarantee,Yes,Standardized,Retail,AAA,EUR,UK,43,2022-01-28,0.0,0.0,0.0
881,531,Derivative,Undrawn Commitment,1786263,0%,0.75,Collateralized,Securities,610224,Sovereign Guarantee,Yes,Standardized,Bank,BBB,GBP,Cyprus,101,2022-01-16,0.0,0.0,0.0
882,39,Securitization,Undrawn Commitment,1402790,20%,0.75,Guarantee-Enhanced,Cash,495395,Corporate Guarantee,No,Standardized,Retail,A,EUR,Cyprus,73,2021-08-15,0.2,280558.0,210418.5
883,126,Guarantee,Undrawn Commitment,1053429,100%,0.2,Unstructured,Securities,759161,None,No,Internal Model,Corporate,B,EUR,UK,3,2023-10-11,1.0,1053429.0,210685.80000000002
884,451,Securitization,Performance Guarantee,614485,20%,1.0,Netting,Property,605803,Sovereign Guarantee,No,Standardized,Sovereign,AA,GBP,UK,72,2024-03-28,0.2,122897.0,122897.0
885,173,Securitization,Performance Guarantee,1625125,50%,0.2,Collateralized,Property,208137,Corporate Guarantee,Yes,Standardized,Corporate,BB,GBP,Germany,38,2022-04-18,0.5,812562.5,162512.5
886,653,Derivative,Undrawn Commitment,207584,20%,0.5,Collateralized,None,579678,None,No,Standardized,Retail,BBB,GBP,Cyprus,68,2020-01-16,0.2,41516.8,20758.4
887,754,Trade Finance,Undrawn Commitment,974220,20%,0.2,Unstructured,Property,934149,Sovereign Guarantee,No,Internal Model,Corporate,BB,EUR,Greece,76,2022-09-19,0.2,194844.0,38968.8
888,220,Commitment,Undrawn Commitment,1447515,50%,0.2,Unstructured,Securities,747320,Corporate Guarantee,No,Standardized,Corporate,BB,USD,Cyprus,44,2022-12-04,0.5,723757.5,144751.5
889,638,Trade Finance,Performance Guarantee,341077,75%,0.75,Netting,Cash,578432,Sovereign Guarantee,No,Internal Model,Retail,CCC,USD,Greece,95,2023-09-06,0.75,255807.75,191855.8125
890,58,Derivative,Undrawn Commitment,1074729,20%,0.2,Guarantee-Enhanced,Property,144454,Corporate Guarantee,Yes,Standardized,Retail,B,GBP,Greece,89,2021-10-12,0.2,214945.80000000002,42989.16
891,660,Derivative,Undrawn Commitment,709738,0%,1.0,Unstructured,None,528313,Corporate Guarantee,Yes,Internal Model,Sovereign,A,USD,Greece,117,2023-09-11,0.0,0.0,0.0
892,476,Derivative,Other OBS,1663447,50%,0.75,Guarantee-Enhanced,Securities,436442,Sovereign Guarantee,No,Standardized,Corporate,BBB,USD,Germany,80,2020-05-27,0.5,831723.5,623792.625
893,456,Guarantee,Other OBS,424226,20%,0.2,Netting,None,341524,Sovereign Guarantee,Yes,Internal Model,Bank,AA,GBP,UK,63,2020-12-20,0.2,84845.20000000001,16969.040000000005
894,829,Trade Finance,Undrawn Commitment,1970379,20%,0.5,Guarantee-Enhanced,Property,254043,Corporate Guarantee,No,Standardized,Bank,A,EUR,UK,42,2023-06-13,0.2,394075.80000000005,197037.90000000002
895,895,Trade Finance,Derivative Exposure,1782969,100%,0.2,Collateralized,Property,643198,None,No,Internal Model,Retail,AA,GBP,Germany,64,2021-12-03,1.0,1782969.0,356593.80000000005
896,361,Securitization,Undrawn Commitment,1515792,75%,0.2,Guarantee-Enhanced,None,462927,Sovereign Guarantee,No,Internal Model,Retail,AAA,USD,UK,54,2021-09-04,0.75,1136844.0,227368.80000000002
897,935,Securitization,Other OBS,1209608,50%,0.2,Netting,Securities,620343,Corporate Guarantee,Yes,Standardized,Corporate,BB,EUR,Germany,78,2020-04-14,0.5,604804.0,120960.8
898,1,Securitization,Derivative Exposure,1305516,50%,0.75,Netting,Property,388333,Corporate Guarantee,No,Internal Model,Retail,AAA,USD,Cyprus,77,2024-02-06,0.5,652758.0,489568.5
899,387,Derivative,Derivative Exposure,1403324,50%,1.0,Netting,Cash,730070,None,Yes,Internal Model,Bank,CCC,EUR,Germany,105,2024-11-20,0.5,701662.0,701662.0
900,973,Trade Finance,Undrawn Commitment,511552,50%,0.5,Guarantee-Enhanced,Property,920947,None,Yes,Standardized,Sovereign,BB,USD,UK,71,2021-01-30,0.5,255776.0,127888.0
901,348,Derivative,Other OBS,1980082,75%,0.2,Collateralized,Securities,807827,None,No,Standardized,Sovereign,B,GBP,UK,76,2024-01-09,0.75,1485061.5,297012.3
902,190,Guarantee,Other OBS,1325303,75%,1.0,Unstructured,Property,797157,Sovereign Guarantee,Yes,Internal Model,Corporate,A,USD,Cyprus,37,2021-08-28,0.75,993977.25,993977.25
903,505,Securitization,Derivative Exposure,123869,20%,1.0,Collateralized,None,557749,Corporate Guarantee,Yes,Standardized,Sovereign,AA,USD,Germany,114,2023-05-28,0.2,24773.800000000003,24773.800000000003
904,191,Derivative,Undrawn Commitment,1890418,50%,0.75,Guarantee-Enhanced,Property,258072,Corporate Guarantee,No,Standardized,Retail,CCC,EUR,Cyprus,4,2025-01-07,0.5,945209.0,708906.75
905,508,Derivative,Performance Guarantee,919807,50%,0.5,Guarantee-Enhanced,Property,565403,Corporate Guarantee,Yes,Standardized,Retail,B,USD,Greece,2,2022-04-30,0.5,459903.5,229951.75
906,369,Guarantee,Performance Guarantee,1809980,100%,0.75,Unstructured,Securities,110084,None,Yes,Internal Model,Retail,AA,GBP,Germany,99,2025-06-11,1.0,1809980.0,1357485.0
907,409,Commitment,Other OBS,768675,75%,1.0,Guarantee-Enhanced,None,345876,Corporate Guarantee,No,Internal Model,Retail,A,GBP,Cyprus,44,2021-03-17,0.75,576506.25,576506.25
908,824,Trade Finance,Performance Guarantee,1981063,50%,1.0,Netting,Securities,473006,Sovereign Guarantee,No,Internal Model,Corporate,BBB,GBP,Cyprus,67,2024-07-26,0.5,990531.5,990531.5
909,929,Commitment,Other OBS,252416,20%,1.0,Netting,Property,341701,None,Yes,Internal Model,Sovereign,CCC,EUR,UK,68,2022-05-22,0.2,50483.200000000004,50483.200000000004
910,934,Securitization,Other OBS,1709580,75%,0.75,Netting,Cash,857692,None,No,Internal Model,Bank,AAA,EUR,Germany,102,2021-10-28,0.75,1282185.0,961638.75
911,117,Derivative,Other OBS,628533,20%,0.5,Netting,Property,684050,None,No,Internal Model,Sovereign,AAA,USD,Greece,76,2022-11-17,0.2,125706.6,62853.3
912,134,Guarantee,Performance Guarantee,617344,50%,0.2,Netting,Securities,787839,None,Yes,Internal Model,Retail,AA,USD,Greece,83,2022-03-04,0.5,308672.0,61734.4
913,58,Guarantee,Other OBS,1509501,20%,0.75,Guarantee-Enhanced,Cash,73568,Sovereign Guarantee,Yes,Standardized,Bank,AA,USD,Germany,74,2021-04-19,0.2,301900.2,226425.15000000002
914,556,Trade Finance,Derivative Exposure,825024,75%,1.0,Unstructured,Securities,58560,Corporate Guarantee,No,Internal Model,Corporate,AA,EUR,Germany,62,2021-09-19,0.75,618768.0,618768.0
915,685,Commitment,Undrawn Commitment,1419277,20%,0.75,Unstructured,Securities,964844,Sovereign Guarantee,Yes,Internal Model,Retail,CCC,EUR,Cyprus,1,2023-08-21,0.2,283855.4,212891.55000000002
916,672,Trade Finance,Undrawn Commitment,1378263,50%,1.0,Netting,None,148866,Corporate Guarantee,No,Standardized,Retail,A,USD,UK,17,2024-11-04,0.5,689131.5,689131.5
917,173,Derivative,Other OBS,480634,100%,0.2,Guarantee-Enhanced,Cash,150953,Sovereign Guarantee,No,Standardized,Bank,BBB,EUR,UK,16,2023-11-29,1.0,480634.0,96126.8
918,829,Trade Finance,Undrawn Commitment,799971,20%,0.2,Collateralized,Property,741652,None,Yes,Standardized,Corporate,AAA,EUR,UK,9,2024-03-16,0.2,159994.2,31998.840000000004
919,815,Guarantee,Performance Guarantee,546507,50%,0.5,Collateralized,Securities,761058,None,Yes,Internal Model,Bank,B,GBP,Germany,53,2021-05-16,0.5,273253.5,136626.75
920,149,Guarantee,Performance Guarantee,1081008,50%,1.0,Guarantee-Enhanced,Property,226024,Sovereign Guarantee,No,Standardized,Corporate,BB,GBP,UK,73,2020-12-13,0.5,540504.0,540504.0
921,80,Securitization,Undrawn Commitment,1981046,0%,0.5,Netting,None,180775,Sovereign Guarantee,No,Internal Model,Retail,CCC,USD,Cyprus,59,2023-06-17,0.0,0.0,0.0
922,886,Securitization,Performance Guarantee,1508516,75%,0.5,Unstructured,None,961858,Corporate Guarantee,No,Internal Model,Sovereign,CCC,USD,Germany,119,2022-10-14,0.75,1131387.0,565693.5
923,213,Derivative,Undrawn Commitment,315972,0%,0.2,Guarantee-Enhanced,Cash,91288,Sovereign Guarantee,No,Internal Model,Retail,A,GBP,Germany,9,2021-07-23,0.0,0.0,0.0
924,203,Commitment,Undrawn Commitment,1215232,50%,0.75,Collateralized,None,471678,Sovereign Guarantee,Yes,Standardized,Sovereign,AAA,EUR,UK,12,2025-02-13,0.5,607616.0,455712.0
925,764,Trade Finance,Undrawn Commitment,1115663,50%,0.75,Collateralized,None,381164,Corporate Guarantee,No,Standardized,Sovereign,BBB,USD,Greece,119,2021-11-25,0.5,557831.5,418373.625
926,229,Derivative,Other OBS,1392057,75%,0.5,Collateralized,Property,885733,Corporate Guarantee,Yes,Internal Model,Corporate,A,USD,Greece,41,2023-09-22,0.75,1044042.75,522021.375
927,676,Securitization,Undrawn Commitment,186554,75%,0.2,Netting,None,774124,Corporate Guarantee,Yes,Internal Model,Bank,B,USD,Cyprus,15,2020-01-26,0.75,139915.5,27983.100000000002
928,227,Trade Finance,Other OBS,1950341,20%,1.0,Collateralized,None,14390,Sovereign Guarantee,No,Internal Model,Corporate,AAA,EUR,UK,66,2023-12-03,0.2,390068.2,390068.2
929,659,Securitization,Undrawn Commitment,535757,0%,0.75,Guarantee-Enhanced,Securities,497619,Corporate Guarantee,Yes,Standardized,Retail,A,GBP,UK,75,2023-01-05,0.0,0.0,0.0
930,532,Trade Finance,Undrawn Commitment,232024,75%,0.5,Guarantee-Enhanced,None,218547,None,Yes,Internal Model,Bank,AAA,USD,Germany,11,2025-05-06,0.75,174018.0,87009.0
931,441,Commitment,Undrawn Commitment,1235111,50%,0.75,Collateralized,Securities,551595,None,No,Standardized,Sovereign,AAA,GBP,Germany,8,2020-08-04,0.5,617555.5,463166.625
932,402,Derivative,Performance Guarantee,817524,75%,0.75,Guarantee-Enhanced,None,227436,None,Yes,Internal Model,Sovereign,CCC,GBP,UK,55,2023-09-13,0.75,613143.0,459857.25
933,47,Trade Finance,Other OBS,1693312,75%,1.0,Collateralized,None,225121,Sovereign Guarantee,Yes,Standardized,Retail,BBB,EUR,Germany,96,2022-04-16,0.75,1269984.0,1269984.0
934,233,Guarantee,Other OBS,1627512,75%,0.2,Collateralized,Cash,251063,None,No,Internal Model,Bank,CCC,EUR,UK,6,2022-02-12,0.75,1220634.0,244126.80000000002
935,305,Guarantee,Undrawn Commitment,1491296,50%,1.0,Unstructured,Cash,24502,Sovereign Guarantee,No,Standardized,Retail,BB,EUR,Cyprus,53,2022-11-12,0.5,745648.0,745648.0
936,526,Trade Finance,Undrawn Commitment,345767,50%,0.2,Netting,Securities,546774,Sovereign Guarantee,No,Standardized,Retail,BBB,EUR,Germany,20,2024-11-14,0.5,172883.5,34576.700000000004
937,143,Trade Finance,Performance Guarantee,1550948,75%,0.75,Netting,None,373957,None,No,Standardized,Corporate,AAA,EUR,UK,39,2021-10-31,0.75,1163211.0,872408.25
938,415,Trade Finance,Performance Guarantee,85634,50%,0.5,Unstructured,Property,693618,Corporate Guarantee,No,Standardized,Retail,A,EUR,Germany,99,2021-12-18,0.5,42817.0,21408.5
939,513,Guarantee,Performance Guarantee,426742,20%,1.0,Unstructured,Cash,713076,Sovereign Guarantee,No,Standardized,Bank,B,USD,Cyprus,72,2020-11-05,0.2,85348.40000000001,85348.40000000001
940,373,Guarantee,Other OBS,361478,100%,0.2,Netting,Property,228300,None,No,Standardized,Retail,BBB,GBP,Germany,114,2021-08-21,1.0,361478.0,72295.6
941,566,Trade Finance,Other OBS,905080,100%,0.75,Collateralized,Cash,103920,Sovereign Guarantee,Yes,Internal Model,Bank,BB,EUR,UK,113,2020-09-23,1.0,905080.0,678810.0
942,886,Securitization,Other OBS,1644918,50%,0.2,Collateralized,Cash,736854,Corporate Guarantee,Yes,Internal Model,Sovereign,AAA,USD,Germany,107,2023-12-09,0.5,822459.0,164491.80000000002
943,259,Securitization,Undrawn Commitment,1692892,0%,0.2,Netting,None,344912,Corporate Guarantee,No,Internal Model,Retail,B,GBP,Germany,34,2021-10-07,0.0,0.0,0.0
944,656,Commitment,Other OBS,596495,50%,0.2,Collateralized,Cash,928252,None,Yes,Internal Model,Bank,BBB,EUR,UK,57,2023-07-14,0.5,298247.5,59649.5
945,471,Derivative,Derivative Exposure,523866,75%,0.75,Unstructured,Property,587073,Sovereign Guarantee,Yes,Standardized,Sovereign,CCC,EUR,Greece,117,2023-09-18,0.75,392899.5,294674.625
946,953,Securitization,Derivative Exposure,1853757,100%,0.5,Collateralized,Cash,600338,Sovereign Guarantee,No,Internal Model,Bank,CCC,USD,Germany,19,2022-10-19,1.0,1853757.0,926878.5
947,971,Guarantee,Performance Guarantee,655842,20%,0.5,Collateralized,Securities,547026,Sovereign Guarantee,Yes,Standardized,Sovereign,BBB,GBP,Germany,71,2024-12-08,0.2,131168.4,65584.2
948,12,Securitization,Other OBS,1775322,0%,0.5,Guarantee-Enhanced,None,74231,Sovereign Guarantee,No,Standardized,Corporate,BBB,EUR,Cyprus,31,2021-03-25,0.0,0.0,0.0
949,330,Commitment,Derivative Exposure,657564,100%,0.2,Guarantee-Enhanced,None,73606,None,Yes,Standardized,Retail,BBB,GBP,Greece,82,2021-07-18,1.0,657564.0,131512.80000000002
950,736,Commitment,Performance Guarantee,1027022,50%,0.75,Guarantee-Enhanced,Securities,486517,Corporate Guarantee,No,Internal Model,Retail,B,USD,Cyprus,40,2024-06-22,0.5,513511.0,385133.25
951,784,Derivative,Other OBS,1413501,50%,0.2,Collateralized,Securities,303806,None,Yes,Standardized,Sovereign,CCC,EUR,UK,14,2023-06-24,0.5,706750.5,141350.1
952,968,Securitization,Undrawn Commitment,758140,100%,0.5,Netting,Securities,380457,Sovereign Guarantee,Yes,Internal Model,Corporate,A,GBP,UK,103,2022-11-25,1.0,758140.0,379070.0
953,358,Guarantee,Derivative Exposure,242512,0%,0.5,Unstructured,Cash,227369,Sovereign Guarantee,Yes,Internal Model,Bank,BB,USD,Cyprus,117,2023-11-25,0.0,0.0,0.0
954,972,Guarantee,Undrawn Commitment,1011703,75%,0.75,Collateralized,None,999738,Corporate Guarantee,No,Internal Model,Corporate,BB,USD,Germany,100,2020-01-28,0.75,758777.25,569082.9375
955,408,Trade Finance,Other OBS,1946043,0%,0.2,Netting,Securities,801555,Sovereign Guarantee,Yes,Internal Model,Bank,AAA,EUR,Greece,81,2020-08-07,0.0,0.0,0.0
956,668,Guarantee,Derivative Exposure,1631074,50%,1.0,Collateralized,Cash,493896,None,Yes,Internal Model,Bank,AA,GBP,Cyprus,37,2021-02-09,0.5,815537.0,815537.0
957,373,Derivative,Other OBS,1667227,75%,1.0,Unstructured,Securities,156688,None,No,Standardized,Retail,A,EUR,Cyprus,44,2024-06-25,0.75,1250420.25,1250420.25
958,8,Derivative,Undrawn Commitment,1865111,50%,0.5,Collateralized,Property,495898,Corporate Guarantee,No,Standardized,Sovereign,CCC,EUR,UK,9,2024-12-03,0.5,932555.5,466277.75
959,122,Guarantee,Derivative Exposure,1701143,100%,0.75,Unstructured,Property,273326,None,Yes,Internal Model,Retail,AAA,GBP,Germany,58,2020-09-27,1.0,1701143.0,1275857.25
960,348,Guarantee,Undrawn Commitment,241420,50%,0.2,Collateralized,None,876801,None,Yes,Standardized,Retail,AAA,GBP,Greece,20,2024-10-25,0.5,120710.0,24142.0
961,676,Trade Finance,Other OBS,760644,50%,0.2,Unstructured,Cash,455229,None,Yes,Internal Model,Retail,BBB,GBP,Cyprus,109,2024-08-01,0.5,380322.0,76064.40000000001
962,90,Guarantee,Other OBS,1599420,20%,0.5,Collateralized,Property,162403,None,Yes,Standardized,Bank,AA,USD,Greece,92,2022-03-02,0.2,319884.0,159942.0
963,648,Trade Finance,Undrawn Commitment,1301772,50%,0.5,Unstructured,Property,701458,Sovereign Guarantee,No,Standardized,Retail,CCC,USD,Greece,50,2024-03-14,0.5,650886.0,325443.0
964,698,Trade Finance,Derivative Exposure,1298495,50%,0.2,Guarantee-Enhanced,Cash,26128,None,Yes,Standardized,Bank,AA,GBP,Cyprus,20,2022-08-20,0.5,649247.5,129849.5
965,316,Guarantee,Undrawn Commitment,1514224,0%,0.2,Collateralized,Securities,31556,Corporate Guarantee,Yes,Standardized,Sovereign,A,USD,Greece,105,2023-08-02,0.0,0.0,0.0
966,178,Commitment,Other OBS,307324,50%,0.5,Collateralized,Cash,258470,Corporate Guarantee,No,Standardized,Bank,AA,EUR,UK,36,2024-01-17,0.5,153662.0,76831.0
967,540,Commitment,Undrawn Commitment,769449,50%,0.2,Netting,Securities,677236,None,Yes,Standardized,Bank,AAA,GBP,Germany,117,2024-11-20,0.5,384724.5,76944.90000000001
968,732,Trade Finance,Other OBS,1853227,75%,1.0,Netting,Property,140021,Corporate Guarantee,Yes,Standardized,Corporate,AA,EUR,Germany,27,2022-04-13,0.75,1389920.25,1389920.25
969,869,Guarantee,Undrawn Commitment,1757257,75%,0.5,Unstructured,Property,576250,None,Yes,Standardized,Retail,AA,GBP,Germany,72,2020-11-12,0.75,1317942.75,658971.375
970,41,Commitment,Derivative Exposure,917780,75%,0.2,Collateralized,Property,614342,Corporate Guarantee,No,Standardized,Retail,BB,EUR,UK,32,2024-06-01,0.75,688335.0,137667.0
971,740,Guarantee,Derivative Exposure,480599,0%,0.5,Unstructured,None,517200,Corporate Guarantee,No,Standardized,Retail,CCC,GBP,UK,1,2023-08-13,0.0,0.0,0.0
972,704,Guarantee,Undrawn Commitment,425960,20%,0.75,Guarantee-Enhanced,None,202278,None,Yes,Standardized,Retail,CCC,EUR,UK,17,2020-12-03,0.2,85192.0,63894.0
973,923,Guarantee,Undrawn Commitment,784042,75%,0.5,Netting,None,548387,None,Yes,Standardized,Corporate,AAA,GBP,Germany,9,2023-08-23,0.75,588031.5,294015.75
974,502,Securitization,Derivative Exposure,697341,50%,0.5,Unstructured,Cash,235943,Sovereign Guarantee,No,Standardized,Corporate,B,GBP,Greece,84,2023-12-22,0.5,348670.5,174335.25
975,959,Guarantee,Other OBS,1570982,0%,0.75,Unstructured,Property,930220,None,Yes,Internal Model,Corporate,AA,USD,UK,45,2020-12-16,0.0,0.0,0.0
976,145,Securitization,Derivative Exposure,1282541,75%,1.0,Netting,Property,183683,None,Yes,Standardized,Corporate,AA,EUR,Cyprus,96,2021-05-25,0.75,961905.75,961905.75
977,201,Trade Finance,Other OBS,1265468,75%,0.2,Collateralized,Cash,694245,Sovereign Guarantee,No,Standardized,Retail,BBB,USD,UK,66,2021-06-08,0.75,949101.0,189820.2
978,929,Commitment,Undrawn Commitment,1951270,50%,0.75,Unstructured,None,315288,None,No,Standardized,Bank,CCC,EUR,Cyprus,32,2025-02-24,0.5,975635.0,731726.25
979,724,Commitment,Undrawn Commitment,184832,0%,0.5,Netting,Cash,196292,None,No,Standardized,Sovereign,AA,USD,Germany,45,2021-05-06,0.0,0.0,0.0
980,461,Commitment,Other OBS,1251838,75%,0.2,Collateralized,None,532125,Sovereign Guarantee,Yes,Standardized,Corporate,CCC,GBP,Cyprus,9,2025-04-15,0.75,938878.5,187775.7
981,732,Commitment,Undrawn Commitment,117411,50%,0.75,Guarantee-Enhanced,Property,180427,None,Yes,Standardized,Bank,AA,USD,UK,30,2024-06-05,0.5,58705.5,44029.125
982,752,Commitment,Other OBS,335521,75%,0.2,Netting,Securities,178371,None,Yes,Internal Model,Corporate,BB,USD,UK,84,2020-01-09,0.75,251640.75,50328.15
983,925,Commitment,Performance Guarantee,1538529,75%,0.2,Unstructured,None,936663,Sovereign Guarantee,Yes,Internal Model,Retail,AAA,GBP,Greece,38,2024-02-29,0.75,1153896.75,230779.35
984,909,Commitment,Derivative Exposure,1037073,75%,0.75,Guarantee-Enhanced,Property,911644,Sovereign Guarantee,No,Internal Model,Retail,CCC,USD,Germany,60,2024-10-14,0.75,777804.75,583353.5625
985,558,Trade Finance,Performance Guarantee,1136787,50%,0.2,Collateralized,Property,903112,Corporate Guarantee,Yes,Standardized,Bank,A,GBP,Cyprus,1,2024-05-02,0.5,568393.5,113678.70000000001
